"skill_name","seniority_context","title","url","estimated_hours","resource_type","abstracts","source","created_at","updated_at"
"JavaScript DOM and Browser APIs","junior","freeCodeCamp JavaScript Algorithms and Data Structures Certification","https://www.freecodecamp.org/learn/javascript-algorithms-and-data-structures-v8/","120","cert","Project credential demonstrating JavaScript fundamentals, algorithmic thinking, data structures, functional patterns, and problem-solving exercises.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"JavaScript DOM and Browser APIs","junior","MDN Web APIs Documentation","https://developer.mozilla.org/en-US/docs/Web/API","30","doc","Comprehensive browser API documentation for DOM, Fetch, Storage, History, Web Workers, events, forms, media, and client-side capabilities.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Git and GitHub Version Control","junior","GitHub Skills: Introduction to GitHub","https://skills.github.com/","8","course","Interactive GitHub learning path for repositories, commits, branches, pull requests, issues, markdown, collaboration, and workflow basics.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Git and GitHub Version Control","junior","Team Git Workflow Simulation","https://docs.github.com/en/get-started","20","project","Project: simulate feature branches, pull requests, code review, conflict resolution, issue tracking, release tags, and contributor documentation.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Git and GitHub Version Control","junior","GitHub Foundations Certification","https://resources.github.com/learn/certifications/","35","cert","Credential for GitHub basics, repositories, commits, branching, pull requests, collaboration, project management, and platform terminology.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Git and GitHub Version Control","junior","Pro Git Book","https://git-scm.com/book/en/v2","20","doc","Authoritative free book for Git fundamentals, branching, merging, remotes, rebasing, workflows, internals, and distributed version control concepts.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"IT Asset Inventory and Documentation","junior","Snipe-IT Asset Management Training Resources","https://snipe-it.readme.io/docs","20","course","Documentation-driven learning for tracking assets, licenses, accessories, checkouts, audits, depreciation, and operational inventory workflows.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"IT Asset Inventory and Documentation","junior","IT Asset Register and Lifecycle Project","https://snipe-it.readme.io/docs","25","project","Project: create an asset register, lifecycle states, ownership rules, warranty tracking, software license inventory, audit checklist, and reporting dashboard.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"IT Asset Inventory and Documentation","junior","ITIL 4 Foundation Certification","https://www.peoplecert.org/browse-certifications/it-governance-and-service-management/ITIL-1/itil-4-foundation-2565","50","cert","Entry service management certification covering value streams, service operations, incident/change/problem concepts, service desk, and continual improvement.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"IT Asset Inventory and Documentation","junior","NIST SP 1800-5 IT Asset Management","https://www.nccoe.nist.gov/projects/it-asset-management","18","doc","NIST project guidance for identifying, tracking, and managing IT assets as part of security and operational risk management.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Cloud Fundamentals Across AWS Azure GCP","junior","AWS Cloud Foundations Learning Plan","https://explore.skillbuilder.aws/learn/public/learning_plan/view/82/cloud-foundations-learning-plan","35","course","AWS foundational cloud learning plan covering core compute, storage, networking, database, security, architecture, and cloud economics concepts.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Cloud Fundamentals Across AWS Azure GCP","junior","Multi-Cloud Static Website Deployment","https://learn.microsoft.com/en-us/training/paths/azure-fundamentals/","30","project","Project: deploy a simple static website, configure storage, CDN or hosting, DNS, access controls, cost alerts, and compare AWS, Azure, and GCP terms.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Cloud Fundamentals Across AWS Azure GCP","junior","AWS Certified Cloud Practitioner","https://aws.amazon.com/certification/certified-cloud-practitioner/","60","cert","Foundational AWS certification validating cloud concepts, AWS services, security, architecture, pricing, and basic cloud terminology.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Cloud Fundamentals Across AWS Azure GCP","junior","Google Cloud Architecture Framework","https://cloud.google.com/architecture/framework","20","doc","Official framework for cloud architecture principles, reliability, operational excellence, security, cost optimization, performance, and system design tradeoffs.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Excel and Spreadsheet Data Analysis","junior","Microsoft Learn: Analyze Data in Excel","https://learn.microsoft.com/en-us/training/browse/?terms=excel%20data%20analysis","30","course","Excel learning modules for tables, formulas, charts, PivotTables, Power Query basics, data cleaning, and business analysis workflows.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Excel and Spreadsheet Data Analysis","junior","Operations KPI Workbook Project","https://support.microsoft.com/en-us/excel","30","project","Project: build a KPI workbook with raw data, data validation, lookup formulas, pivot tables, charts, conditional formatting, and monthly reporting tabs.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Excel and Spreadsheet Data Analysis","junior","Microsoft Office Specialist: Excel Associate","https://learn.microsoft.com/en-us/credentials/certifications/mos-excel-2019/","60","cert","Certification for Excel core features including worksheets, formulas, charts, tables, data management, workbook formatting, and productivity workflows.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Excel and Spreadsheet Data Analysis","junior","Microsoft Excel Help and Learning","https://support.microsoft.com/en-us/excel","18","doc","Official Excel help for formulas, functions, tables, PivotTables, charts, Power Query, collaboration, templates, and troubleshooting.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Basic Data Visualization with Dashboards","junior","Microsoft Learn: Get Started with Power BI","https://learn.microsoft.com/en-us/training/powerplatform/power-bi","45","course","Power BI learning modules for importing data, modeling, DAX basics, visuals, dashboards, reports, sharing, and self-service analytics.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Basic Data Visualization with Dashboards","junior","Executive Dashboard from Public Dataset","https://www.kaggle.com/datasets","40","project","Project: clean a public dataset, define KPIs, build visual pages, add filters, write insights, and present a decision-focused dashboard.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Basic Data Visualization with Dashboards","junior","Microsoft Certified: Power BI Data Analyst Associate PL-300","https://learn.microsoft.com/en-us/credentials/certifications/data-analyst-associate/","90","cert","Certification validating data preparation, modeling, visualization, analysis, deployment, and maintaining Power BI assets.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Basic Data Visualization with Dashboards","junior","Power BI Documentation","https://learn.microsoft.com/en-us/power-bi/","30","doc","Official Power BI documentation for data sources, transformations, semantic models, DAX, visuals, administration, sharing, and governance.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"API Consumption and Postman Testing","junior","Postman Academy: API Fundamentals Student Expert","https://academy.postman.com/","20","course","Beginner API course covering HTTP methods, requests, responses, collections, environment variables, authentication, testing, and API workflows.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"API Consumption and Postman Testing","junior","Public API Integration Test Collection","https://learning.postman.com/docs/introduction/overview/","25","project","Project: build a Postman collection for a public API with variables, authentication, schema checks, negative tests, monitors, and documentation.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"API Consumption and Postman Testing","junior","Postman API Fundamentals Student Expert","https://academy.postman.com/path/postman-api-fundamentals-student-expert","20","cert","Credential-style learning path demonstrating core Postman, REST API, request building, environments, tests, and collection documentation.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"API Consumption and Postman Testing","junior","Postman Learning Center","https://learning.postman.com/docs/introduction/overview/","18","doc","Official Postman documentation for API requests, collections, auth, variables, tests, monitors, mock servers, documentation, and collaboration.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Basic Project Management for IT","junior","Google Project Management Professional Certificate","https://www.coursera.org/professional-certificates/google-project-management","180","course","Beginner project management curriculum covering initiation, planning, execution, Agile, Scrum, stakeholder communication, risk, documentation, and job-ready artifacts.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Basic Project Management for IT","junior","IT Implementation Project Plan","https://www.pmi.org/learning/library","35","project","Project: create charter, scope, WBS, schedule, RACI, risk register, communication plan, change log, and retrospective for an IT rollout.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Basic Project Management for IT","junior","Certified Associate in Project Management CAPM","https://www.pmi.org/certifications/certified-associate-capm","80","cert","Entry PMI certification for project management fundamentals, predictive and adaptive approaches, business analysis basics, and project roles.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Basic Project Management for IT","junior","PMI Standards and Publications","https://www.pmi.org/pmbok-guide-standards","20","doc","PMI reference area for project management standards, PMBOK materials, practice guides, process groups, and professional terminology.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Digital Accessibility Basics","junior","W3C Digital Accessibility Foundations","https://www.w3.org/WAI/fundamentals/","20","course","Introductory W3C resources on accessible design, disabilities, assistive technologies, inclusive content, WCAG concepts, and web accessibility responsibilities.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Digital Accessibility Basics","junior","Accessibility Audit of a Web Page","https://www.w3.org/WAI/test-evaluate/","25","project","Project: audit a website for keyboard navigation, headings, forms, color contrast, alt text, labels, ARIA misuse, and create remediation notes.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Digital Accessibility Basics","junior","IAAP Certified Professional in Accessibility Core Competencies","https://www.accessibilityassociation.org/s/certification","80","cert","Accessibility certification covering disability, accessibility laws, universal design, assistive technologies, WCAG principles, and organizational accessibility practices.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Digital Accessibility Basics","junior","Web Content Accessibility Guidelines WCAG 2.2","https://www.w3.org/TR/WCAG22/","30","doc","Authoritative W3C accessibility standard defining perceivable, operable, understandable, and robust success criteria for accessible digital content.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Information Systems Requirements Gathering","junior","Coursera: Information Systems Specialization","https://www.coursera.org/specializations/information-systems","70","course","Information systems course path covering systems thinking, enterprise systems, analysis, data, business processes, and technology-enabled organizational value.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Information Systems Requirements Gathering","junior","Business Requirements Document for Workflow App","https://www.iiba.org/standards-and-resources/babok/","35","project","Project: interview stakeholders, document personas, pain points, user stories, acceptance criteria, process model, data needs, and nonfunctional requirements.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Information Systems Requirements Gathering","junior","IIBA Entry Certificate in Business Analysis ECBA","https://www.iiba.org/business-analysis-certifications/ecba/","80","cert","Entry certification for business analysis knowledge, requirements elicitation, analysis, stakeholder engagement, and business process understanding.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Information Systems Requirements Gathering","junior","IIBA BABOK Guide","https://www.iiba.org/standards-and-resources/babok/","25","doc","Core business analysis reference covering knowledge areas, techniques, requirements lifecycle, strategy analysis, elicitation, and solution evaluation.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Database Design and Normalization","junior","Stanford Online: Databases Mini Courses","https://online.stanford.edu/courses/soe-ydb-db5-databases","50","course","Database courses covering relational modeling, SQL, constraints, design, normalization, transactions, XML/JSON data, and database application concepts.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Database Design and Normalization","junior","Normalized Inventory Database Project","https://www.postgresql.org/docs/current/ddl.html","40","project","Project: model entities and relationships, normalize tables, add primary/foreign keys, constraints, indexes, seed data, and write verification queries.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Database Design and Normalization","junior","Oracle Database SQL Certified Associate","https://education.oracle.com/oracle-database-sql/pexam_1Z0-071","90","cert","SQL certification focused on relational database querying, filtering, joins, aggregation, DDL/DML, subqueries, and database object fundamentals.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Database Design and Normalization","junior","PostgreSQL DDL Documentation","https://www.postgresql.org/docs/current/ddl.html","25","doc","Official database definition documentation covering schemas, tables, constraints, defaults, generated columns, inheritance, partitioning, and privileges.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Computer Science Foundations and Algorithms","junior","Harvard CS50x Introduction to Computer Science","https://cs50.harvard.edu/x/","120","course","Introductory CS course covering abstraction, algorithms, data structures, C, Python, SQL, HTML, CSS, JavaScript, memory, and software engineering basics.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Computer Science Foundations and Algorithms","junior","Algorithms and Data Structures Practice Repository","https://github.com/TheAlgorithms","60","project","Project: implement sorting, searching, recursion, linked lists, trees, hash tables, graphs, and benchmark time/space tradeoffs in a GitHub portfolio.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Computer Science Foundations and Algorithms","junior","CS50x Verified Certificate","https://www.edx.org/learn/computer-science/harvard-university-cs50-s-introduction-to-computer-science","120","cert","Verified certificate option for completing CS50x problem sets, projects, and final project with graded assessment on edX.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Computer Science Foundations and Algorithms","junior","ACM/IEEE Computer Science Curricula 2023","https://dl.acm.org/doi/book/10.1145/3664191","20","doc","Academic reference for computer science knowledge areas, curricular outcomes, algorithms, systems, software, data, security, AI, and professional practice.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"AWS Solutions Architecture Design","mid","AWS Skill Builder: Solutions Architect Learning Plan","https://explore.skillbuilder.aws/learn/public/learning_plan/view/104/solutions-architect-learning-plan","80","course","AWS role learning plan for designing resilient, secure, high-performing, cost-optimized architectures using compute, storage, networking, databases, and operations services.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"AWS Solutions Architecture Design","mid","Three-Tier AWS Web Application Architecture","https://docs.aws.amazon.com/wellarchitected/latest/framework/welcome.html","70","project","Project: design and deploy VPC, subnets, ALB, Auto Scaling, RDS, IAM, monitoring, backup, and Well-Architected review notes.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"AWS Solutions Architecture Design","mid","AWS Certified Solutions Architect - Associate","https://aws.amazon.com/certification/certified-solutions-architect-associate/","120","cert","Associate certification validating AWS architecture design across resilience, security, cost optimization, networking, compute, storage, and managed services.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"AWS Solutions Architecture Design","mid","AWS Well-Architected Framework","https://docs.aws.amazon.com/wellarchitected/latest/framework/welcome.html","30","doc","Official design framework covering operational excellence, security, reliability, performance efficiency, cost optimization, and sustainability.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Azure Administrator Operations","mid","Microsoft Learn: Azure Administrator","https://learn.microsoft.com/en-us/training/paths/az-104-administrator-prerequisites/","70","course","Azure administrator path for identities, governance, storage, compute, virtual networking, backup, monitoring, and operational management.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
